idPersonal,idNews,qReaction,qClassification,qFirstEmotion,qSecondEmotion
569,30,DNA,DNA,DNA,DNA
570,30,WOW,Negative,disgust,surprise
571,30,DNA,DNA,DNA,DNA
572,30,SAD,Negative,sadness,disgust
573,30,DNA,DNA,DNA,DNA
574,30,SAD,Negative,disgust,DNA
575,30,DNA,DNA,DNA,DNA
576,30,DNA,DNA,DNA,DNA
577,30,WOW,Negative,disgust,DNA
578,30,DNA,DNA,DNA,DNA
579,30,DNA,DNA,DNA,DNA
580,30,DNA,DNA,DNA,DNA
581,30,WOW,Negative,disgust,surprise
582,30,ANGRY,Negative,disgust,DNA
583,30,DNA,DNA,DNA,DNA
584,30,DNA,DNA,DNA,DNA
585,30,ANGRY,Negative,disgust,DNA
586,30,DNA,DNA,DNA,DNA
587,30,DNA,DNA,DNA,DNA
588,30,DNA,DNA,DNA,DNA
589,30,WOW,Negative,fear,surprise
590,30,DNA,DNA,DNA,DNA
591,30,ANGRY,Negative,anger,disgust
592,30,DNA,DNA,DNA,DNA
593,30,DNA,DNA,DNA,DNA
594,30,DNA,DNA,DNA,DNA
595,30,WOW,Positive,disgust,DNA
596,30,DNA,DNA,DNA,DNA
597,30,WOW,Negative,disgust,surprise
598,30,DNA,DNA,DNA,DNA
599,30,DNA,DNA,DNA,DNA
600,30,DNA,DNA,DNA,DNA
601,30,DNA,DNA,DNA,DNA
602,30,ANGRY,Negative,disgust,fear
603,30,ANGRY,Negative,disgust,DNA
604,30,WOW,Negative,disgust,DNA
605,30,WOW,Negative,surprise,DNA
606,30,DNA,DNA,DNA,DNA
607,30,WOW,Negative,disgust,surprise
608,30,DNA,DNA,DNA,DNA
609,30,DNA,DNA,DNA,DNA
610,30,DNA,DNA,DNA,DNA
611,30,DNA,DNA,DNA,DNA
612,30,DNA,DNA,DNA,DNA
613,30,DNA,DNA,DNA,DNA
614,30,SAD,Positive,surprise,DNA
615,30,WOW,Negative,disgust,surprise
616,30,DNA,DNA,DNA,DNA
617,30,DNA,DNA,DNA,DNA
618,30,ANGRY,Negative,disgust,fear
619,30,DNA,DNA,DNA,DNA
620,30,SAD,Negative,disgust,fear
621,30,DNA,DNA,DNA,DNA
622,30,LIKE,Negative,sadness,disgust
623,30,WOW,Positive,disgust,fear
624,30,DNA,DNA,DNA,DNA
625,30,DNA,DNA,DNA,DNA
626,30,DNA,DNA,DNA,DNA
627,30,DNA,DNA,DNA,DNA
628,30,DNA,DNA,DNA,DNA
629,30,LIKE,Negative,sadness,disgust
630,30,DNA,DNA,DNA,DNA
631,30,DNA,DNA,DNA,DNA
632,30,WOW,Negative,disgust,surprise
633,30,LIKE,Negative,disgust,fear
634,30,DNA,DNA,DNA,DNA
635,30,WOW,Negative,disgust,DNA
637,30,WOW,Negative,disgust,DNA
639,30,DNA,DNA,DNA,DNA
640,30,LIKE,Negative,disgust,DNA
641,30,DNA,DNA,DNA,DNA
642,30,DNA,DNA,DNA,DNA
643,30,HAHA,Positive,joy,surprise
644,30,DNA,DNA,DNA,DNA
645,30,DNA,DNA,DNA,DNA
646,30,WOW,Negative,sadness,DNA
647,30,DNA,DNA,DNA,DNA
648,30,WOW,Negative,disgust,DNA
649,30,DNA,DNA,DNA,DNA
650,30,DNA,DNA,DNA,DNA
651,30,SAD,Positive,anger,disgust
652,30,DNA,DNA,DNA,DNA
653,30,DNA,DNA,DNA,DNA
654,30,ANGRY,Negative,anger,disgust
655,30,DNA,DNA,DNA,DNA
656,30,DNA,DNA,DNA,DNA
657,30,DNA,DNA,DNA,DNA
658,30,WOW,Negative,disgust,DNA
659,30,DNA,DNA,DNA,DNA
660,30,ANGRY,Negative,anger,surprise
661,30,DNA,DNA,DNA,DNA
662,30,DNA,DNA,DNA,DNA
663,30,LIKE,Negative,disgust,surprise
664,30,DNA,DNA,DNA,DNA
665,30,DNA,DNA,DNA,DNA
666,30,DNA,DNA,DNA,DNA
667,30,WOW,Negative,surprise,DNA
668,30,LIKE,Neutral,DNA,do not recognize
669,30,DNA,DNA,DNA,DNA
670,30,DNA,DNA,DNA,DNA
671,30,WOW,Negative,disgust,DNA
672,30,ANGRY,Negative,anger,disgust
673,30,WOW,Negative,disgust,DNA
674,30,LIKE,Negative,disgust,fear
675,30,WOW,Neutral,disgust,DNA
676,30,DNA,DNA,DNA,DNA
677,30,DNA,DNA,DNA,DNA
678,30,DNA,DNA,DNA,DNA
679,30,DNA,DNA,DNA,DNA
680,30,DNA,DNA,DNA,DNA
681,30,DNA,DNA,DNA,DNA
682,30,WOW,Negative,disgust,DNA
683,30,WOW,Negative,anger,disgust
684,30,LIKE,Neutral,DNA,do not recognize
685,30,DNA,DNA,DNA,DNA
686,30,LIKE,Negative,disgust,DNA
687,30,DNA,DNA,DNA,DNA
688,30,DNA,DNA,DNA,DNA
689,30,DNA,DNA,DNA,DNA
691,30,WOW,Negative,sadness,disgust
692,30,WOW,Negative,disgust,surprise
693,30,ANGRY,Negative,disgust,DNA
694,30,LIKE,Negative,surprise,DNA
695,30,DNA,DNA,DNA,DNA
696,30,DNA,DNA,DNA,DNA
697,30,DNA,DNA,DNA,DNA
698,30,DNA,DNA,DNA,DNA
699,30,DNA,DNA,DNA,DNA
700,30,DNA,DNA,DNA,DNA
701,30,DNA,DNA,DNA,DNA
702,30,LIKE,Negative,surprise,DNA
703,30,DNA,DNA,DNA,DNA
704,30,SAD,Negative,disgust,fear
705,30,WOW,Negative,disgust,DNA
285,31,ANGRY,Neutral,disgust,DNA
286,31,WOW,Positive,joy,DNA
287,31,DNA,DNA,DNA,DNA
288,31,LIKE,Neutral,DNA,do not recognize
289,31,DNA,DNA,DNA,DNA
290,31,DNA,DNA,DNA,DNA
291,31,DNA,DNA,DNA,DNA
292,31,DNA,DNA,DNA,DNA
293,31,WOW,Positive,joy,surprise
294,31,LIKE,Neutral,DNA,do not recognize
295,31,DNA,DNA,DNA,DNA
296,31,DNA,DNA,DNA,DNA
297,31,LIKE,Neutral,disgust,DNA
298,31,LIKE,Neutral,DNA,do not recognize
299,31,DNA,DNA,DNA,DNA
300,31,DNA,DNA,DNA,DNA
302,31,WOW,Positive,surprise,DNA
303,31,DNA,DNA,DNA,DNA
304,31,LIKE,Neutral,DNA,do not recognize
305,31,DNA,DNA,DNA,DNA
306,31,DNA,DNA,DNA,DNA
307,31,DNA,DNA,DNA,DNA
308,31,DNA,DNA,DNA,DNA
309,31,LIKE,Positive,DNA,do not recognize
310,31,DNA,DNA,DNA,DNA
311,31,LIKE,Neutral,DNA,do not recognize
312,31,LIKE,Neutral,DNA,do not recognize
313,31,LIKE,Positive,disgust,DNA
314,31,ANGRY,Negative,anger,disgust
315,31,LIKE,Neutral,DNA,do not recognize
316,31,DNA,DNA,DNA,DNA
317,31,LIKE,Positive,surprise,DNA
318,31,DNA,DNA,DNA,DNA
319,31,DNA,DNA,DNA,DNA
321,31,DNA,DNA,DNA,DNA
322,31,LIKE,Positive,joy,DNA
323,31,LIKE,Positive,fear,do not recognize
324,31,DNA,DNA,DNA,DNA
325,31,LIKE,Positive,DNA,do not recognize
326,31,LIKE,Neutral,DNA,do not recognize
327,31,DNA,DNA,DNA,DNA
328,31,DNA,DNA,DNA,DNA
329,31,DNA,DNA,DNA,DNA
330,31,DNA,DNA,DNA,DNA
331,31,HAHA,Neutral,fear,surprise
332,31,DNA,DNA,DNA,DNA
333,31,DNA,DNA,DNA,DNA
334,31,DNA,DNA,DNA,DNA
335,31,LIKE,Neutral,DNA,do not recognize
336,31,DNA,DNA,DNA,DNA
337,31,DNA,DNA,DNA,DNA
338,31,DNA,DNA,DNA,DNA
339,31,DNA,DNA,DNA,DNA
340,31,DNA,DNA,DNA,DNA
341,31,DNA,DNA,DNA,DNA
342,31,DNA,DNA,DNA,DNA
343,31,DNA,DNA,DNA,DNA
344,31,LIKE,Neutral,DNA,do not recognize
346,31,LIKE,Positive,DNA,do not recognize
347,31,LIKE,Neutral,surprise,DNA
348,31,LIKE,Positive,joy,do not recognize
350,31,DNA,DNA,DNA,DNA
351,31,LIKE,Neutral,surprise,DNA
352,31,DNA,DNA,DNA,DNA
353,31,LIKE,Neutral,DNA,do not recognize
354,31,DNA,DNA,DNA,DNA
355,31,LIKE,Neutral,DNA,do not recognize
356,31,LIKE,Positive,joy,DNA
357,31,DNA,DNA,DNA,DNA
358,31,DNA,DNA,DNA,DNA
359,31,DNA,DNA,DNA,DNA
360,31,LIKE,Neutral,disgust,surprise
361,31,DNA,DNA,DNA,DNA
362,31,DNA,DNA,DNA,DNA
363,31,LIKE,Negative,DNA,do not recognize
364,31,LIKE,Positive,DNA,do not recognize
365,31,DNA,DNA,DNA,DNA
366,31,DNA,DNA,DNA,DNA
367,31,DNA,DNA,DNA,DNA
368,31,DNA,DNA,DNA,DNA
369,31,LIKE,Neutral,DNA,do not recognize
370,31,DNA,DNA,DNA,DNA
371,31,DNA,DNA,DNA,DNA
372,31,DNA,DNA,DNA,DNA
373,31,DNA,DNA,DNA,DNA
374,31,DNA,DNA,DNA,DNA
375,31,DNA,DNA,DNA,DNA
376,31,LIKE,Positive,surprise,DNA
377,31,DNA,DNA,DNA,DNA
378,31,DNA,DNA,DNA,DNA
379,31,DNA,DNA,DNA,DNA
380,31,DNA,DNA,DNA,DNA
381,31,DNA,DNA,DNA,DNA
382,31,DNA,DNA,DNA,DNA
383,31,LIKE,Neutral,DNA,do not recognize
384,31,DNA,DNA,DNA,DNA
385,31,DNA,DNA,DNA,DNA
386,31,DNA,DNA,DNA,DNA
387,31,DNA,DNA,DNA,DNA
388,31,LIKE,Negative,sadness,anger
389,31,DNA,DNA,DNA,DNA
390,31,DNA,DNA,DNA,DNA
391,31,DNA,DNA,DNA,DNA
392,31,LIKE,Positive,DNA,do not recognize
393,31,LIKE,Neutral,DNA,do not recognize
394,31,DNA,DNA,DNA,DNA
395,31,LIKE,Neutral,DNA,do not recognize
396,31,DNA,DNA,DNA,DNA
397,31,DNA,DNA,DNA,DNA
398,31,DNA,DNA,DNA,DNA
399,31,DNA,DNA,DNA,DNA
400,31,LIKE,Neutral,DNA,do not recognize
402,31,DNA,DNA,DNA,DNA
403,31,DNA,DNA,DNA,DNA
404,31,LIKE,Neutral,DNA,do not recognize
405,31,DNA,DNA,DNA,DNA
407,31,DNA,DNA,DNA,DNA
408,31,DNA,DNA,DNA,DNA
409,31,DNA,DNA,DNA,DNA
410,31,DNA,DNA,DNA,DNA
411,31,LIKE,Positive,joy,DNA
412,31,DNA,DNA,DNA,DNA
413,31,LIKE,Neutral,DNA,do not recognize
414,31,DNA,DNA,DNA,DNA
415,31,LOVE,Positive,joy,DNA
416,31,DNA,DNA,DNA,DNA
417,31,DNA,DNA,DNA,DNA
418,31,LIKE,Neutral,DNA,do not recognize
419,31,DNA,DNA,DNA,DNA
420,31,DNA,DNA,DNA,DNA
421,31,DNA,DNA,DNA,DNA
422,31,DNA,DNA,DNA,DNA
423,31,DNA,DNA,DNA,DNA
424,31,DNA,DNA,DNA,DNA
425,31,DNA,DNA,DNA,DNA
426,31,DNA,DNA,DNA,DNA
427,31,DNA,DNA,DNA,DNA
428,31,DNA,DNA,DNA,DNA
429,31,DNA,DNA,DNA,DNA
430,31,DNA,DNA,DNA,DNA
431,31,LIKE,Positive,joy,DNA
432,31,DNA,DNA,DNA,DNA
433,31,LIKE,Positive,joy,DNA
434,31,WOW,Positive,surprise,DNA
435,31,DNA,DNA,DNA,DNA
436,31,DNA,DNA,DNA,DNA
437,31,DNA,DNA,DNA,DNA
438,31,LIKE,Positive,joy,DNA
439,31,LIKE,Neutral,DNA,do not recognize
440,31,ANGRY,Negative,surprise,DNA
441,31,LIKE,Positive,DNA,do not recognize
442,31,LIKE,Neutral,DNA,do not recognize
444,31,DNA,DNA,DNA,DNA
445,31,ANGRY,Negative,anger,fear
446,31,LIKE,Neutral,DNA,do not recognize
447,31,DNA,DNA,DNA,DNA
448,31,DNA,DNA,DNA,DNA
449,31,LIKE,Negative,disgust,DNA
450,31,DNA,DNA,DNA,DNA
452,31,DNA,DNA,DNA,DNA
453,31,LOVE,Positive,joy,DNA
454,31,DNA,DNA,DNA,DNA
455,31,DNA,DNA,DNA,DNA
456,31,DNA,DNA,DNA,DNA
457,31,DNA,DNA,DNA,DNA
458,31,DNA,DNA,DNA,DNA
459,31,DNA,DNA,DNA,DNA
460,31,DNA,DNA,DNA,DNA
461,31,DNA,DNA,DNA,DNA
462,31,DNA,DNA,DNA,DNA
463,31,DNA,DNA,DNA,DNA
464,31,HAHA,Neutral,DNA,do not recognize
465,31,LIKE,Neutral,DNA,do not recognize
466,31,DNA,DNA,DNA,DNA
467,31,DNA,DNA,DNA,DNA
468,31,HAHA,Neutral,DNA,do not recognize
469,31,DNA,DNA,DNA,DNA
470,31,DNA,DNA,DNA,DNA
471,31,WOW,Positive,DNA,do not recognize
472,31,LIKE,Neutral,DNA,do not recognize
473,31,HAHA,Neutral,DNA,do not recognize
474,31,LIKE,Neutral,DNA,do not recognize
475,31,DNA,DNA,DNA,DNA
476,31,LIKE,Neutral,DNA,do not recognize
477,31,DNA,DNA,DNA,DNA
478,31,DNA,DNA,DNA,DNA
479,31,DNA,DNA,DNA,DNA
480,31,DNA,DNA,DNA,DNA
481,31,LIKE,Neutral,DNA,do not recognize
482,31,LIKE,Positive,joy,DNA
483,31,LIKE,Positive,surprise,DNA
484,31,DNA,DNA,DNA,DNA
485,31,LIKE,Neutral,DNA,do not recognize
486,31,LIKE,Neutral,DNA,do not recognize
487,31,DNA,DNA,DNA,DNA
488,31,LIKE,Neutral,surprise,DNA
489,31,DNA,DNA,DNA,DNA
490,31,DNA,DNA,DNA,DNA
491,31,DNA,DNA,DNA,DNA
492,31,DNA,DNA,DNA,DNA
493,31,LIKE,Neutral,DNA,do not recognize
494,31,DNA,DNA,DNA,DNA
495,31,DNA,DNA,DNA,DNA
496,31,DNA,DNA,DNA,DNA
497,31,LIKE,Neutral,DNA,do not recognize
498,31,LIKE,Positive,DNA,do not recognize
499,31,DNA,DNA,DNA,DNA
500,31,ANGRY,Negative,DNA,do not recognize
501,31,LIKE,Neutral,DNA,do not recognize
502,31,DNA,DNA,DNA,DNA
503,31,DNA,DNA,DNA,DNA
504,31,LIKE,Neutral,DNA,do not recognize
505,31,DNA,DNA,DNA,DNA
506,31,DNA,DNA,DNA,DNA
507,31,DNA,DNA,DNA,DNA
508,31,LIKE,Neutral,DNA,do not recognize
509,31,DNA,DNA,DNA,DNA
510,31,DNA,DNA,DNA,DNA
511,31,DNA,DNA,DNA,DNA
512,31,DNA,DNA,DNA,DNA
513,31,DNA,DNA,DNA,DNA
514,31,DNA,DNA,DNA,DNA
515,31,DNA,DNA,DNA,DNA
516,31,LOVE,Positive,DNA,do not recognize
517,31,DNA,DNA,DNA,DNA
518,31,LIKE,Positive,surprise,DNA
519,31,LIKE,Neutral,surprise,DNA
520,31,DNA,DNA,DNA,DNA
521,31,DNA,DNA,DNA,DNA
522,31,DNA,DNA,DNA,DNA
523,31,DNA,DNA,DNA,DNA
524,31,LIKE,Positive,joy,DNA
525,31,LIKE,Neutral,DNA,do not recognize
526,31,LIKE,Neutral,joy,DNA
527,31,DNA,DNA,DNA,DNA
528,31,DNA,DNA,DNA,DNA
529,31,ANGRY,Negative,disgust,DNA
530,31,DNA,DNA,DNA,DNA
531,31,DNA,DNA,DNA,DNA
532,31,DNA,DNA,DNA,DNA
533,31,DNA,DNA,DNA,DNA
534,31,DNA,DNA,DNA,DNA
535,31,LIKE,Positive,surprise,DNA
536,31,LIKE,Neutral,DNA,do not recognize
537,31,LIKE,Neutral,DNA,do not recognize
538,31,DNA,DNA,DNA,DNA
539,31,DNA,DNA,DNA,DNA
540,31,LIKE,Neutral,DNA,do not recognize
541,31,DNA,DNA,DNA,DNA
542,31,DNA,DNA,DNA,DNA
543,31,LIKE,Positive,joy,DNA
544,31,DNA,DNA,DNA,DNA
545,31,DNA,DNA,DNA,DNA
546,31,DNA,DNA,DNA,DNA
547,31,DNA,DNA,DNA,DNA
548,31,DNA,DNA,DNA,DNA
549,31,DNA,DNA,DNA,DNA
550,31,DNA,DNA,DNA,DNA
551,31,DNA,DNA,DNA,DNA
552,31,DNA,DNA,DNA,DNA
554,31,DNA,DNA,DNA,DNA
555,31,DNA,DNA,DNA,DNA
556,31,DNA,DNA,DNA,DNA
557,31,DNA,DNA,DNA,DNA
558,31,WOW,Positive,joy,DNA
559,31,DNA,DNA,DNA,DNA
560,31,DNA,DNA,DNA,DNA
561,31,DNA,DNA,DNA,DNA
562,31,LIKE,Positive,DNA,do not recognize
563,31,LIKE,Neutral,DNA,do not recognize
564,31,LIKE,Neutral,surprise,DNA
565,31,DNA,DNA,DNA,DNA
566,31,DNA,DNA,DNA,DNA
567,31,DNA,DNA,DNA,DNA
568,31,DNA,DNA,DNA,DNA
569,31,DNA,DNA,DNA,DNA
570,31,LIKE,Positive,joy,DNA
571,31,DNA,DNA,DNA,DNA
572,31,LIKE,Positive,joy,DNA
573,31,DNA,DNA,DNA,DNA
574,31,LIKE,Neutral,DNA,do not recognize
575,31,DNA,DNA,DNA,DNA
576,31,DNA,DNA,DNA,DNA
577,31,LIKE,Neutral,DNA,do not recognize
578,31,DNA,DNA,DNA,DNA
579,31,DNA,DNA,DNA,DNA
580,31,DNA,DNA,DNA,DNA
581,31,LIKE,Neutral,DNA,do not recognize
582,31,LIKE,Neutral,DNA,do not recognize
583,31,DNA,DNA,DNA,DNA
584,31,DNA,DNA,DNA,DNA
585,31,LIKE,Positive,joy,DNA
586,31,DNA,DNA,DNA,DNA
587,31,DNA,DNA,DNA,DNA
588,31,DNA,DNA,DNA,DNA
589,31,LIKE,Positive,DNA,do not recognize
590,31,DNA,DNA,DNA,DNA
591,31,LIKE,Positive,joy,DNA
592,31,DNA,DNA,DNA,DNA
593,31,DNA,DNA,DNA,DNA
594,31,DNA,DNA,DNA,DNA
595,31,LIKE,Positive,joy,DNA
596,31,DNA,DNA,DNA,DNA
597,31,LIKE,Neutral,DNA,do not recognize
598,31,DNA,DNA,DNA,DNA
599,31,DNA,DNA,DNA,DNA
600,31,DNA,DNA,DNA,DNA
601,31,DNA,DNA,DNA,DNA
602,31,LIKE,Neutral,DNA,do not recognize
603,31,LIKE,Positive,surprise,DNA
604,31,LIKE,Positive,surprise,DNA
605,31,LIKE,Neutral,DNA,do not recognize
606,31,DNA,DNA,DNA,DNA
607,31,LIKE,Neutral,DNA,do not recognize
608,31,DNA,DNA,DNA,DNA
609,31,DNA,DNA,DNA,DNA
610,31,DNA,DNA,DNA,DNA
611,31,DNA,DNA,DNA,DNA
612,31,DNA,DNA,DNA,DNA
613,31,DNA,DNA,DNA,DNA
614,31,HAHA,Neutral,DNA,do not recognize
615,31,LIKE,Neutral,DNA,do not recognize
616,31,DNA,DNA,DNA,DNA
617,31,DNA,DNA,DNA,DNA
618,31,LIKE,Neutral,DNA,do not recognize
619,31,DNA,DNA,DNA,DNA
620,31,LIKE,Positive,joy,surprise
621,31,DNA,DNA,DNA,DNA
622,31,LIKE,Neutral,DNA,do not recognize
623,31,LIKE,Neutral,joy,DNA
624,31,DNA,DNA,DNA,DNA
625,31,DNA,DNA,DNA,DNA
626,31,DNA,DNA,DNA,DNA
627,31,DNA,DNA,DNA,DNA
628,31,DNA,DNA,DNA,DNA
629,31,LIKE,Positive,joy,DNA
630,31,DNA,DNA,DNA,DNA
631,31,DNA,DNA,DNA,DNA
632,31,LIKE,Positive,joy,DNA
633,31,LIKE,Neutral,DNA,do not recognize
634,31,DNA,DNA,DNA,DNA
635,31,WOW,Positive,surprise,DNA
637,31,LIKE,Positive,DNA,do not recognize
639,31,DNA,DNA,DNA,DNA
640,31,LIKE,Neutral,disgust,surprise
641,31,DNA,DNA,DNA,DNA
642,31,DNA,DNA,DNA,DNA
643,31,HAHA,Positive,disgust,DNA
644,31,DNA,DNA,DNA,DNA
645,31,DNA,DNA,DNA,DNA
646,31,LIKE,Neutral,DNA,do not recognize
647,31,DNA,DNA,DNA,DNA
648,31,LIKE,Positive,surprise,DNA
649,31,DNA,DNA,DNA,DNA
650,31,DNA,DNA,DNA,DNA
651,31,LIKE,Neutral,surprise,DNA
652,31,DNA,DNA,DNA,DNA
653,31,DNA,DNA,DNA,DNA
654,31,WOW,Positive,surprise,DNA
655,31,DNA,DNA,DNA,DNA
656,31,DNA,DNA,DNA,DNA
657,31,DNA,DNA,DNA,DNA
658,31,LOVE,Positive,joy,surprise
659,31,DNA,DNA,DNA,DNA
660,31,ANGRY,Negative,anger,disgust
661,31,DNA,DNA,DNA,DNA
662,31,DNA,DNA,DNA,DNA
663,31,LIKE,Neutral,DNA,do not recognize
664,31,DNA,DNA,DNA,DNA
665,31,DNA,DNA,DNA,DNA
666,31,DNA,DNA,DNA,DNA
667,31,LIKE,Positive,DNA,do not recognize
668,31,LIKE,Neutral,DNA,do not recognize
669,31,DNA,DNA,DNA,DNA
670,31,DNA,DNA,DNA,DNA
671,31,LIKE,Positive,joy,DNA
672,31,LIKE,Positive,joy,surprise
673,31,LOVE,Positive,DNA,do not recognize
674,31,ANGRY,Negative,DNA,do not recognize
675,31,WOW,Positive,surprise,DNA
676,31,DNA,DNA,DNA,DNA
677,31,DNA,DNA,DNA,DNA
678,31,DNA,DNA,DNA,DNA
679,31,DNA,DNA,DNA,DNA
680,31,DNA,DNA,DNA,DNA
681,31,DNA,DNA,DNA,DNA
682,31,LIKE,Positive,DNA,do not recognize
683,31,LIKE,Positive,joy,surprise
684,31,LIKE,Neutral,DNA,do not recognize
685,31,DNA,DNA,DNA,DNA
686,31,LIKE,Neutral,DNA,do not recognize
687,31,DNA,DNA,DNA,DNA
688,31,DNA,DNA,DNA,DNA
689,31,DNA,DNA,DNA,DNA
691,31,LIKE,Positive,joy,DNA
692,31,LIKE,Neutral,disgust,DNA
693,31,LIKE,Positive,joy,DNA
694,31,LIKE,Neutral,DNA,do not recognize
695,31,DNA,DNA,DNA,DNA
696,31,DNA,DNA,DNA,DNA
697,31,DNA,DNA,DNA,DNA
698,31,DNA,DNA,DNA,DNA
699,31,DNA,DNA,DNA,DNA
700,31,DNA,DNA,DNA,DNA
701,31,DNA,DNA,DNA,DNA
702,31,LIKE,Positive,DNA,do not recognize
703,31,DNA,DNA,DNA,DNA
704,31,LIKE,Positive,fear,do not recognize
705,31,LIKE,Neutral,DNA,do not recognize
285,32,ANGRY,Neutral,DNA,do not recognize
286,32,WOW,Positive,joy,DNA
287,32,DNA,DNA,DNA,DNA
288,32,LIKE,Neutral,DNA,do not recognize
289,32,DNA,DNA,DNA,DNA
290,32,DNA,DNA,DNA,DNA
291,32,DNA,DNA,DNA,DNA
292,32,DNA,DNA,DNA,DNA
293,32,LIKE,Positive,joy,DNA
294,32,LIKE,Neutral,DNA,do not recognize
295,32,DNA,DNA,DNA,DNA
296,32,DNA,DNA,DNA,DNA
297,32,LIKE,Neutral,DNA,do not recognize
298,32,LIKE,Neutral,DNA,do not recognize
299,32,DNA,DNA,DNA,DNA
300,32,DNA,DNA,DNA,DNA
302,32,LIKE,Neutral,DNA,do not recognize
303,32,DNA,DNA,DNA,DNA
304,32,LIKE,Negative,fear,DNA
305,32,DNA,DNA,DNA,DNA
306,32,DNA,DNA,DNA,DNA
307,32,DNA,DNA,DNA,DNA
308,32,DNA,DNA,DNA,DNA
309,32,SAD,Neutral,fear,DNA
310,32,DNA,DNA,DNA,DNA
311,32,LIKE,Neutral,DNA,do not recognize
312,32,LOVE,Neutral,joy,DNA
313,32,LIKE,Negative,fear,DNA
314,32,LIKE,Neutral,fear,DNA
315,32,LIKE,Negative,sadness,DNA
316,32,DNA,DNA,DNA,DNA
317,32,WOW,Negative,fear,DNA
318,32,DNA,DNA,DNA,DNA
319,32,DNA,DNA,DNA,DNA
321,32,DNA,DNA,DNA,DNA
322,32,LIKE,Neutral,DNA,do not recognize
323,32,LIKE,Neutral,DNA,do not recognize
324,32,DNA,DNA,DNA,DNA
325,32,LIKE,Neutral,DNA,do not recognize
326,32,LIKE,Neutral,DNA,do not recognize
327,32,DNA,DNA,DNA,DNA
328,32,DNA,DNA,DNA,DNA
329,32,DNA,DNA,DNA,DNA
330,32,DNA,DNA,DNA,DNA
331,32,WOW,Negative,fear,DNA
332,32,DNA,DNA,DNA,DNA
333,32,DNA,DNA,DNA,DNA
334,32,DNA,DNA,DNA,DNA
335,32,LIKE,Neutral,DNA,do not recognize
336,32,DNA,DNA,DNA,DNA
337,32,DNA,DNA,DNA,DNA
338,32,DNA,DNA,DNA,DNA
339,32,DNA,DNA,DNA,DNA
340,32,DNA,DNA,DNA,DNA
341,32,DNA,DNA,DNA,DNA
342,32,DNA,DNA,DNA,DNA
343,32,DNA,DNA,DNA,DNA
344,32,LIKE,Neutral,joy,fear
346,32,LIKE,Positive,joy,DNA
347,32,LIKE,Neutral,DNA,do not recognize
348,32,SAD,Neutral,fear,DNA
350,32,DNA,DNA,DNA,DNA
351,32,LIKE,Neutral,DNA,do not recognize
352,32,DNA,DNA,DNA,DNA
353,32,LIKE,Neutral,DNA,do not recognize
354,32,DNA,DNA,DNA,DNA
355,32,LIKE,Neutral,DNA,do not recognize
356,32,SAD,Negative,fear,DNA
357,32,DNA,DNA,DNA,DNA
358,32,DNA,DNA,DNA,DNA
359,32,DNA,DNA,DNA,DNA
360,32,LIKE,Neutral,fear,DNA
361,32,DNA,DNA,DNA,DNA
362,32,DNA,DNA,DNA,DNA
363,32,LOVE,Positive,joy,DNA
364,32,LIKE,Positive,DNA,do not recognize
365,32,DNA,DNA,DNA,DNA
366,32,DNA,DNA,DNA,DNA
367,32,DNA,DNA,DNA,DNA
368,32,DNA,DNA,DNA,DNA
369,32,LIKE,Neutral,joy,surprise
370,32,DNA,DNA,DNA,DNA
371,32,DNA,DNA,DNA,DNA
372,32,DNA,DNA,DNA,DNA
373,32,DNA,DNA,DNA,DNA
374,32,DNA,DNA,DNA,DNA
375,32,DNA,DNA,DNA,DNA
376,32,LIKE,Positive,DNA,do not recognize
377,32,DNA,DNA,DNA,DNA
378,32,DNA,DNA,DNA,DNA
379,32,DNA,DNA,DNA,DNA
380,32,DNA,DNA,DNA,DNA
381,32,DNA,DNA,DNA,DNA
382,32,DNA,DNA,DNA,DNA
383,32,LIKE,Neutral,fear,DNA
384,32,DNA,DNA,DNA,DNA
385,32,DNA,DNA,DNA,DNA
386,32,DNA,DNA,DNA,DNA
387,32,DNA,DNA,DNA,DNA
388,32,WOW,Positive,surprise,DNA
389,32,DNA,DNA,DNA,DNA
390,32,DNA,DNA,DNA,DNA
391,32,DNA,DNA,DNA,DNA
392,32,HAHA,Negative,DNA,do not recognize
393,32,LIKE,Neutral,DNA,do not recognize
394,32,DNA,DNA,DNA,DNA
395,32,WOW,Neutral,fear,DNA
396,32,DNA,DNA,DNA,DNA
397,32,DNA,DNA,DNA,DNA
398,32,DNA,DNA,DNA,DNA
399,32,DNA,DNA,DNA,DNA
400,32,LIKE,Positive,joy,surprise
402,32,DNA,DNA,DNA,DNA
403,32,DNA,DNA,DNA,DNA
404,32,LIKE,Positive,DNA,do not recognize
405,32,DNA,DNA,DNA,DNA
407,32,DNA,DNA,DNA,DNA
408,32,DNA,DNA,DNA,DNA
409,32,DNA,DNA,DNA,DNA
410,32,DNA,DNA,DNA,DNA
411,32,WOW,Positive,DNA,do not recognize
412,32,DNA,DNA,DNA,DNA
413,32,LIKE,Positive,joy,DNA
414,32,DNA,DNA,DNA,DNA
415,32,LIKE,Neutral,DNA,do not recognize
416,32,DNA,DNA,DNA,DNA
417,32,DNA,DNA,DNA,DNA
418,32,LIKE,Neutral,fear,DNA
419,32,DNA,DNA,DNA,DNA
420,32,DNA,DNA,DNA,DNA
421,32,DNA,DNA,DNA,DNA
